title,when_,where,who,what,why,how,source_agent_report,location_name,latitude,longitude,category,data_of_information,hashtags
Nama Ketut Makin Jarang di Kalangan Siswa Tabanan Terendah,2026-09-19T05:06:18.000Z,"Kabupaten Tabanan, Bali, Indonesia","Nama Ketut Makin Jarang di Kalangan Siswa, Tabanan Terendah - BALIPOST.com","DENPASAR, BALIPOST.com – Penggunaan nama Ketut di kalangan siswa Bali makin jarang. Data Dinas Pendidikan, Kepemudaan, dan Olahraga (Disdikpora) Provinsi Bali tahun 2026 mencatat proporsi anak keempat yang dalam sistem penamaan Bali umumnya menggunakan nama Ketut hanya 4,98 persen dari keseluruhan siswa.","Dari 853.933 siswa yang terdata, hanya 42.486 siswa masuk kelompok anak keempat. Namun, persentasenya tidak merata di seluruh kabupaten/kota.","Pada Hari Sabtu , 19 September 2026 05:06, Tabanan, Tabanan, Bali

DENPASAR, BALIPOST.com – Penggunaan nama Ketut di kalangan siswa Bali makin jarang. Data Dinas Pendidikan, Kepemudaan, dan Olahraga (Disdikpora) Provinsi Bali tahun 2026 mencatat proporsi anak keempat yang dalam sistem penamaan Bali umumnya menggunakan nama Ketut hanya 4,98 persen dari keseluruhan siswa.

Dari 853.933 siswa yang terdata, hanya 42.486 siswa masuk kelompok anak keempat. Namun, persentasenya tidak merata di seluruh kabupaten/kota. Tabanan tercatat sebagai daerah dengan proporsi anak keempat paling rendah, sedangkan Buleleng menjadi daerah dengan persentase tertinggi.

Kepala Disdikpora Provinsi Bali, Ida Bagus Gde Wesnawa Punia, mengatakan rekapitulasi tersebut disusun berdasarkan data siswa bernama Bali periode 2019-2026. Data mencakup jenjang PAUD, SD, SMP, SMA, SMK, SLB hingga jalur pendidikan nonformal PKBM/SKB, dengan sumber Dapomart BPMP Agustus 2026.

“Dalam data 2026, siswa dengan nama Bali tercatat sebanyak 654.345 orang atau 76,63 persen dari keseluruhan siswa. Sementara 199.588 siswa atau 23,37 persen tercatat tanpa nama Bali,” ujar Wesnawa Punia, Jumat (18/9).

Berdasarkan urutan kelahiran, kelompok anak pertama dengan nama Putu, Wayan, atau Gede masih menjadi kelompok terbesar, yakni 255.229 siswa atau 29,89 persen. Selanjutnya anak kedua dengan nama Made, Kadek, atau Nengah sebanyak 232.227 siswa atau 27,19 persen.

Sementara kelompok anak ketiga dengan nama Komang atau Nyoman mencapai 124.403 siswa atau 14,57 persen. Adapun kelompok anak keempat atau Ketut hanya 42.486 siswa atau 4,98 persen.

Perbedaan paling terlihat ketika data tersebut dipetakan berdasarkan wilayah. Buleleng mencatat 12.003 siswa anak keempat atau 8,41 persen dari total 142.686 siswa. Persentase ini menjadi yang tertinggi di Bali.

Karangasem menyusul dengan 7.129 siswa atau 8,17 persen dari 87.286 siswa. Kemudian Bangli 3.037 siswa atau 6,57 persen dari 46.200 siswa dan Klungkung 2.438 siswa atau 6,03 persen dari 40.454 siswa.

Jembrana mencatat 2.630 siswa anak keempat atau 5,31 persen dari 49.563 siswa. Sementara Gianyar sebanyak 3.484 siswa atau 3,40 persen dari 102.599 siswa.

Di Badung, anak keempat tercatat 4.443 siswa atau 3,35 persen dari 132.617 siswa. Denpasar mencatat 5.501 siswa atau 3,08 persen dari 178.517 siswa.

Adapun Tabanan menjadi daerah dengan proporsi paling rendah. Dari 74.011 siswa, hanya 1.821 siswa atau 2,46 persen yang masuk kelompok anak keempat.

“Kalau dilihat per daerah, angkanya memang berbeda. Ada daerah yang persentasenya lebih tinggi dan ada yang lebih rendah,” kata pria yang akrab disapa Gus Wes ini.

Menariknya, pola serupa juga terlihat pada kelompok anak ketiga yang menggunakan nama Komang atau Nyoman. Karangasem mencatat proporsi tertinggi, yakni 16.910 siswa atau 19,37 persen. Buleleng mencapai 18,82 persen atau 26.858 siswa, Bangli 17,54 persen atau 8.105 siswa, dan Klungkung 16,53 persen atau 6.688 siswa.

Di Jembrana, kelompok anak ketiga mencapai 7.613 siswa atau 15,36 persen. Gianyar 14.011 siswa atau 13,66 persen, Badung 16.538 siswa atau 12,47 persen, Tabanan 8.896 siswa atau 12,02 persen, dan Denpasar 18.784 siswa atau 10,52 persen.

Disdikpora Bali juga menemukan variasi proporsi anak keempat berdasarkan jenjang pendidikan. Pada PAUD 2026, dari 86.187 siswa, sebanyak 3.855 anak atau 4,47 persen merupakan anak keempat.

Di SD, jumlahnya mencapai 19.674 siswa atau 5,16 persen dari 381.400 siswa. Pada SMP terdapat 9.516 anak keempat atau 5,02 persen dari 189.408 siswa.

Sementara di SMA terdapat 4.020 siswa atau 4,62 persen dari total 87.017 siswa. Pada SMK, sebanyak 4.799 siswa atau 4,88 persen dari 98.331 siswa merupakan anak keempat.

Di SLB, kelompok anak keempat tercatat 127 siswa atau 4,44 persen dari 2.859 siswa. Sedangkan pada jalur PKBM/SKB, sebanyak 495 siswa atau 5,67 persen dari 8.731 siswa masuk kelompok anak keempat.

“Data ini kami susun berdasarkan jenjang pendidikan, sehingga bisa dilihat bagaimana komposisinya mulai dari PAUD sampai pendidikan nonformal,” ujar Gus Wes.

Rekapitulasi juga memperlihatkan bahwa proporsi anak keempat relatif bertahan di sekitar angka 5 persen dalam beberapa tahun terakhir pada sejumlah jenjang. Pada SD, misalnya, persentasenya meningkat dari 4,92 persen pada 2019 menjadi 5,16 persen pada 2025 dan 2026.

Pada SMP, angkanya bergerak dari 5,09 persen pada 2019 menjadi 5,02 persen pada 2026. Untuk SMA, SMK, dan SLB, Disdikpora memberikan catatan bahwa penyajian data mengalami perubahan.

Data 2019-2023 masih digabung dalam kelompok SMA/SMK/SLB, sedangkan mulai 2024 sudah dipisahkan berdasarkan jenjang pendidikan. Selain urutan kelahiran, data Disdikpora juga menggambarkan penggunaan nama Bali secara keseluruhan.

Karangasem tercatat memiliki proporsi siswa dengan nama Bali sebesar 88,80 persen, disusul Bangli 88,45 persen, Klungkung 87,26 persen, dan Buleleng 86,17 persen.

Gianyar mencapai 82,75 persen dan Tabanan 81,96 persen. Jembrana berada pada angka 73,27 persen, sedangkan Badung 68,19 persen. Denpasar menjadi daerah dengan proporsi siswa bernama Bali paling rendah.

Dari 178.517 siswa, sebanyak 105.412 siswa atau 59,05 persen menggunakan nama Bali. Sebanyak 73.105 siswa atau 40,95 persen tercatat tidak menggunakan nama Bali.

Menurut Gus Wes, rekapitulasi tersebut memberikan gambaran mengenai penggunaan nama Bali berdasarkan wilayah, jenjang pendidikan, dan urutan kelahiran. Data tersebut sekaligus menunjukkan adanya perbedaan pola penggunaan nama Bali di antara kabupaten/kota.

Persoalan semakin sedikitnya anak ketiga dan keempat sebelumnya juga disoroti Gubernur Bali, Wayan Koster. Saat menutup Utsawa Dharmagita (UDG) Provinsi Bali XXXIII Tahun 2026 di Gedung Ksirarnawa, Taman Budaya Provinsi Bali, Denpasar, Rabu (16/9), Koster menyinggung rendahnya proporsi nama Ketut di sejumlah daerah.

Ia secara khusus menyebut Tabanan sebagai daerah dengan persentase Ketut yang rendah, disusul Denpasar dan Badung. “Yang rendah itu Tabanan. Paling rendah nih Tabanan ini. Mau tiang mau kumpulin Bupatinya. Denpasar, Badung (juga) nah gitu,” sebut Koster.

Menurut Koster, jumlah keluarga yang memiliki anak ketiga dan keempat berkaitan dengan keberlangsungan penggunaan nama Nyoman dan Ketut pada generasi berikutnya. Ia menilai kedua nama tersebut bukan sekadar penanda urutan kelahiran, melainkan bagian dari sistem penamaan tradisional yang melekat pada identitas masyarakat Bali.

Atas dasar itu, Koster mengatakan dirinya tidak lagi ingin mengampanyekan pola keluarga dengan dua anak di Bali. Ia justru mendorong gagasan keluarga dengan empat anak sepanjang kondisi keluarga memungkinkan.

“Jadi karena itu titiang mangkin enggak mau lagi kampanye KB 2 anak! Titiang udah bicara sama Menteri Kependudukan/Badan Keluarga Berencana berhenti kampanye KB 2 anak di Bali! Sekarang kita kampanye KB 4 anak lamun nyidang,” tegasnya. (Ketut Winata/balipost)",BALIPOST.com,"Dajan Peken, 82114, Tabanan, Tabanan, Bali, Indonesia",-8.536609490935,115.13552944186335,5,"2, 7","kejaksaan, kejatibali, kejaritabanan, tabanan, news"
Bhabin Desa Sesandan Sambangi Kegiatan Perkemahan Pramuka SMK Negeri 1 Tabanan,2026-09-19T06:02:00.000Z,"Kabupaten Tabanan, Bali, Indonesia",Bhabin Desa Sesandan Sambangi Kegiatan Perkemahan Pramuka SMK Negeri 1 Tabanan - suryaindonesia.net,"Polres Tabanan, Surya Indonesia.net – Polsek Tabanan, Tabanan 19 September 2026 – Bhabinkamtibmas Desa Sesandan Polsek Tabanan, Aiptu I Wayan Silanjana, melaksanakan kegiatan sambang sekaligus pemantauan kegiatan Perkemahan Pramuka Ambalan Garuda Merpati Pangkalan SMK Negeri 1 Tabanan, Sabtu (19/9/2026) pukul 10.00 WITA. Kegiatan perkemahan tersebut dilaksanakan di Bumi Perkemahan Wana Harum, Banjar Sekartaji, Desa Sesandan, Kecamatan Tabanan, dengan mengusung tema “ALPRATA” (Alam Menempa Pramuka Berkarya Smaksata).","ADVERTISEMENT SCROLL TO RESUME CONTENT

Dalam kegiatan tersebut, tercatat sebanyak 50 orang peserta dan 43 orang panitia yang mengikuti serta mendukung pelaksanaan perkemahan. Dalam kesempatan tersebut, Aiptu I Wayan Silanjana melakukan sambang dan berkoordinasi dengan panitia maupun peserta guna memastikan kegiatan berjalan dengan aman, tertib dan lancar.","Pada Hari Sabtu , 19 September 2026 06:02, Tabanan, Tabanan, Bali

Polres Tabanan, Surya Indonesia.net – Polsek Tabanan, Tabanan 19 September 2026 – Bhabinkamtibmas Desa Sesandan Polsek Tabanan, Aiptu I Wayan Silanjana, melaksanakan kegiatan sambang sekaligus pemantauan kegiatan Perkemahan Pramuka Ambalan Garuda Merpati Pangkalan SMK Negeri 1 Tabanan, Sabtu (19/9/2026) pukul 10.00 WITA.

Kegiatan perkemahan tersebut dilaksanakan di Bumi Perkemahan Wana Harum, Banjar Sekartaji, Desa Sesandan, Kecamatan Tabanan, dengan mengusung tema “ALPRATA” (Alam Menempa Pramuka Berkarya Smaksata).

ADVERTISEMENT SCROLL TO RESUME CONTENT

Dalam kegiatan tersebut, tercatat sebanyak 50 orang peserta dan 43 orang panitia yang mengikuti serta mendukung pelaksanaan perkemahan.

Dalam kesempatan tersebut, Aiptu I Wayan Silanjana melakukan sambang dan berkoordinasi dengan panitia maupun peserta guna memastikan kegiatan berjalan dengan aman, tertib dan lancar. Bhabinkamtibmas juga menyampaikan imbauan agar seluruh peserta tetap menjaga keamanan, kebersihan lingkungan, serta mematuhi ketentuan selama berada di lokasi perkemahan.

Seijin Kapolres Tabanan AKBP I Putu Bayu Pati, S. I. K., M. H., Kapolsek Tabanan Kompol I.Made Berata. S.H.,M.H., menyampaikan bahwa,”

Kegiatan sambang ini merupakan bagian dari upaya Bhabinkamtibmas untuk mempererat komunikasi dengan masyarakat, khususnya generasi muda, sekaligus menciptakan situasi kamtibmas yang aman dan kondusif selama berlangsungnya kegiatan.

Selama kegiatan berlangsung, situasi di Bumi Perkemahan Wana Harum terpantau aman, tertib dan kondusif.

(anggi)",suryaindonesia.net,"Dajan Peken, 82114, Tabanan, Tabanan, Bali, Indonesia",-8.536609490935,115.13552944186335,5,"2, 7","kejaksaan, kejatibali, kejaritabanan, tabanan, news"
Pelajar Tabanan Wakili Bali di AHM Best Student 2026 dengan Inovasi Abon Nabati dari Kulit Pisang,2026-09-19T03:13:58.000Z,"Kabupaten Tabanan, Bali, Indonesia",Pelajar Tabanan Wakili Bali di AHM Best Student 2026 dengan Inovasi Abon Nabati dari Kulit Pisang - kabarnusa.com,"Denpasar – Kreativitas dan kepedulian terhadap lingkungan mengantarkan Ni Putu Issabel Kirana Selena Devi, siswi SMA Negeri 1 Tabanan, menjadi Juara 1 AHM Best Student (AHMBS) 2026 tingkat regional Bali. Melalui inovasi mengolah limbah kulit pisang menjadi abon nabati bernama Biu-Zy, Issabel berhasil meraih posisi terbaik sekaligus berhak mewakili Bali dalam ajang AHM Best Student 2026 tingkat nasional.","Produk Biu-Zy menjadi contoh nyata bagaimana limbah yang selama ini kurang dimanfaatkan dapat diolah menjadi pangan alternatif bernilai guna. Inovasi ini tidak hanya membuka peluang pemberdayaan ekonomi, tetapi juga menunjukkan kepedulian generasi muda terhadap isu lingkungan.","Pada Hari Sabtu , 19 September 2026 03:13, Tabanan, Tabanan, Bali

Denpasar – Kreativitas dan kepedulian terhadap lingkungan mengantarkan Ni Putu Issabel Kirana Selena Devi, siswi SMA Negeri 1 Tabanan, menjadi Juara 1 AHM Best Student (AHMBS) 2026 tingkat regional Bali.

Melalui inovasi mengolah limbah kulit pisang menjadi abon nabati bernama Biu-Zy, Issabel berhasil meraih posisi terbaik sekaligus berhak mewakili Bali dalam ajang AHM Best Student 2026 tingkat nasional.

Produk Biu-Zy menjadi contoh nyata bagaimana limbah yang selama ini kurang dimanfaatkan dapat diolah menjadi pangan alternatif bernilai guna. Inovasi ini tidak hanya membuka peluang pemberdayaan ekonomi, tetapi juga menunjukkan kepedulian generasi muda terhadap isu lingkungan.

Baca Juga : Jangan Asal Berteduh! Ini Imbauan Resmi Astra Motor Bali untuk Pemotor di Tengah Badai Angin

Seleksi regional AHM Best Student 2026 Astra Motor Bali menghasilkan tiga pelajar terbaik dengan karya inovatif. Juara 2 diraih oleh Uski Salsabila dari SMK Negeri 2 Negara melalui karya shampo berbahan kulit jeruk bali untuk membantu membasmi kutu rambut. Juara 3 diraih oleh I Putu Arya Shiya Dharmayuda dari SMA Negeri 7 Denpasar dengan VisiTrash System (Vision Inspection & Sorting Trash System), gagasan pengelolaan botol plastik menggunakan sistem penimbangan untuk mengetahui berat sampah sekaligus mengonversinya ke nilai rupiah.

Cokorda Bagus Purnawan, Admin & Finance Manager Astra Motor Bali, menegaskan AHM Best Student menjadi ruang bagi pelajar untuk mengembangkan ide kreatif sekaligus menghadirkan solusi atas berbagai permasalahan di masyarakat.

“Kami ingin mendorong lahirnya generasi muda yang unggul dalam kreativitas dan inovasi, sekaligus memiliki kepedulian sosial yang tinggi. Para pelajar cerdas dan kreatif dapat mengikuti AHM Best Student 2026 melalui empat kategori lomba berbasis Sustainable Development Goals atau SDGs, yaitu Pendidikan, Kesehatan, Lingkungan, dan Pemberdayaan Ekonomi. Kami berharap karya para pemenang dapat terus dikembangkan dan memberikan dampak positif yang lebih luas,” ujarnya.

Baca Juga : Motorku X Luncurkan Fitur Tukar Tambah, Ganti Motor Honda Kini Lebih Praktis dari Rumah

Mengusung tema “Gen Z Berkarya, Indonesia Berdaya!”, AHM Best Student 2026 menjadi wadah bagi pelajar SMA/SMK di Bali untuk melahirkan gagasan kreatif yang berdampak positif bagi masyarakat dan lingkungan.

Seluruh peserta menuangkan ide berbasis SDGs dalam empat kategori utama: Pendidikan, Kesehatan, Lingkungan, dan Pemberdayaan Ekonomi. Selain itu, mereka juga mengikuti social media challenge dengan mengunggah konten kreatif bertema SDGs melalui akun Instagram masing-masing.

Melalui ajang ini, Astra Motor Bali menegaskan komitmennya mendukung lahirnya generasi muda yang tidak hanya berprestasi akademis, tetapi juga mampu melihat permasalahan di sekitarnya dan mengubahnya menjadi peluang melalui kreativitas dan inovasi.

Baca Juga : Astra Motor Bali Kobarkan Semangat Solidaritas Lewat Fun Motour Camp Honda Community

Kini, Ni Putu Issabel Kirana Selena Devi bersama karya Biu-Zy bersiap membawa nama Bali ke tingkat nasional, sekaligus menjadi representasi semangat Gen Z Bali dalam berkarya dan memberi manfaat bagi lingkungan serta masyarakat.***",kabarnusa.com,"Dajan Peken, 82114, Tabanan, Tabanan, Bali, Indonesia",-8.536609490935,115.13552944186335,5,"2, 7","kejaksaan, kejatibali, kejaritabanan, tabanan, news"
Baturiti Festival Dibuka Pemkab Tabanan Dorong Penguatan Ekonomi Kreatif,2026-09-19T03:08:35.000Z,"Kabupaten Tabanan, Bali, Indonesia","Baturiti Festival Dibuka, Pemkab Tabanan Dorong Penguatan Ekonomi Kreatif - - Barometer Bali","Barometer Bali | Tabanan – Semangat pelestarian budaya dan pengembangan potensi daerah kembali digaungkan Pemerintah Kabupaten Tabanan melalui gelaran Baturiti Festival yang berlangsung di Lapangan Umum Kecamatan Baturiti, Jumat (18/9). Mewakili Bupati Tabanan, Dr.","I Komang Gede Sanjaya, S.E., M.M., Wakil Bupati Tabanan I Made Dirga hadir sekaligus membuka secara resmi festival yang mengusung tema “Purnaning Sri Danu” tersebut. Festival yang berlangsung selama dua hari, 18 hingga 19 September 2026, turut dihadiri anggota DPRD Kabupaten Tabanan, para Kepala Perangkat Daerah terkait di lingkungan Pemerintah Kabupaten Tabanan, para Tokoh masyarakat beserta undangan.","Pada Hari Sabtu , 19 September 2026 03:08, Tabanan, Tabanan, Bali

Barometer Bali | Tabanan – Semangat pelestarian budaya dan pengembangan potensi daerah kembali digaungkan Pemerintah Kabupaten Tabanan melalui gelaran Baturiti Festival yang berlangsung di Lapangan Umum Kecamatan Baturiti, Jumat (18/9). Mewakili Bupati Tabanan, Dr. I Komang Gede Sanjaya, S.E., M.M., Wakil Bupati Tabanan I Made Dirga hadir sekaligus membuka secara resmi festival yang mengusung tema “Purnaning Sri Danu” tersebut.

Festival yang berlangsung selama dua hari, 18 hingga 19 September 2026, turut dihadiri anggota DPRD Kabupaten Tabanan, para Kepala Perangkat Daerah terkait di lingkungan Pemerintah Kabupaten Tabanan, para Tokoh masyarakat beserta undangan. Pembukaan ditandai dengan pemukulan gamelan secara simbolis oleh Wabup Dirga yang diiringi okokan, menandai dimulainya rangkaian kegiatan yang memadukan seni, budaya, dan kreativitas masyarakat.

Mengusung semangat menggali potensi daerah, Baturiti Festival menyajikan beragam pertunjukan seni dan budaya, mulai dari penampilan baleganjur, tari-tarian, sekaa gong istri, perlombaan tari tingkat SD dan SMP, lomba karaoke se-Kecamatan Baturiti, hingga hiburan dari artis Bali. Berbagai kegiatan tersebut menjadi ruang bagi masyarakat untuk menampilkan kreativitas sekaligus memperkuat budaya lokal sebagai bagian dari pembangunan daerah.

Dalam sambutan Bupati Tabanan yang dibacakan Wabup Dirga, disampaikan Baturiti memiliki kekayaan alam, pertanian, tradisi, serta potensi wisata yang menjadi modal besar dalam mendukung pembangunan Kabupaten Tabanan. “Baturiti bukan hanya tentang keindahan alam, tetapi juga tentang kehidupan masyarakat yang terus berkarya, berinovasi, dan menjaga warisan budaya. Melalui Baturiti Festival, kita ingin menunjukkan bahwa potensi daerah dapat dikemas menjadi kekuatan ekonomi, budaya, dan pariwisata,” ungkapnya.

Pihaknya juga menekankan pentingnya menjaga keseimbangan antara pertumbuhan ekonomi, perkembangan pariwisata, serta kelestarian lingkungan dan budaya. “Kita ingin ekonomi masyarakat tumbuh namun lingkungan tetap terjaga, kita ingin pariwisata berkembang namun budaya dan tradisi tetap menjadi jati diri. Inilah semangat yang kita bangun dalam kebersamaan untuk mewujudkan Tabanan Era Baru yang Aman, Unggul, dan Madani,” ujarnya. Bupati juga berpesan agar program serupa dapat dilaksanakan di seluruh kecamatan sebagai agenda budaya yang berkelanjutan sekaligus mendukung pengembangan ekonomi dan pariwisata berbasis budaya.

Sementara itu, Camat Baturiti Ni Luh Putu Mahadi Santi Dewi dalam laporannya menyampaikan, bahwa Baturiti Festival menjadi ruang bersama untuk menggali, memperkenalkan, dan mengembangkan potensi Kecamatan Baturiti, baik seni dan budaya, kreativitas generasi muda, UMKM, maupun potensi masyarakat lainnya. “Kami berharap melalui festival ini dapat mewujudkan kemakmuran melalui pelestarian sumber air, alam, dan keberlanjutan budaya, sekaligus menjadi momentum untuk mempererat kebersamaan dari pemerintah hingga masyarakat,” jelasnya. (rah/red)",Barometer Bali,"Dajan Peken, 82114, Tabanan, Tabanan, Bali, Indonesia",-8.536609490935,115.13552944186335,5,"2, 7","kejaksaan, kejatibali, kejaritabanan, tabanan, news"
Berita Tentang Pemkab Tabanan Perkuat Potensi Ekonomi Kreatif Lokal,2026-09-19T06:32:15.000Z,"Kabupaten Tabanan, Bali, Indonesia",Berita Tentang Pemkab Tabanan Perkuat Potensi Ekonomi Kreatif Lokal - BaliNews.id,"Functional Functional Always active

The technical storage or access is strictly necessary for the legitimate purpose of enabling the use of a specific service explicitly requested by the subscriber or user, or for the sole purpose of carrying out the transmission of a communication over an electronic communications network.",,"Pada Hari Sabtu , 19 September 2026 06:32, Tabanan, Tabanan, Bali

Functional Functional Always active

The technical storage or access is strictly necessary for the legitimate purpose of enabling the use of a specific service explicitly requested by the subscriber or user, or for the sole purpose of carrying out the transmission of a communication over an electronic communications network.",BaliNews.id,"Dajan Peken, 82114, Tabanan, Tabanan, Bali, Indonesia",-8.536609490935,115.13552944186335,5,"2, 7","kejaksaan, kejatibali, kejaritabanan, tabanan, news"
Rumah 2 Unit Bersebelahan Type 5080 Dekat Pantai Kedungu Tabanan,2026-09-19T07:14:11.000Z,"Kabupaten Tabanan, Bali, Indonesia",Rumah 2 Unit Bersebelahan Type 50/80 Dekat Pantai Kedungu Tabanan - Rumah123,"Kebijakan Rumah123

Dengan klik tombol kontak, Pengguna setuju dengan Syarat Pengguna dan Kebijakan Privasi

Informasi Properti

Informasi properti yang disajikan sepenuhnya merupakan tanggung jawab pengiklan. Pengguna disarankan untuk melakukan verifikasi dengan pengiklan sebelum mengambil keputusan.",,"Pada Hari Sabtu , 19 September 2026 07:14, Tabanan, Tabanan, Bali

Kebijakan Rumah123

Dengan klik tombol kontak, Pengguna setuju dengan Syarat Pengguna dan Kebijakan Privasi

Informasi Properti

Informasi properti yang disajikan sepenuhnya merupakan tanggung jawab pengiklan. Pengguna disarankan untuk melakukan verifikasi dengan pengiklan sebelum mengambil keputusan.",Rumah123,"Dajan Peken, 82114, Tabanan, Tabanan, Bali, Indonesia",-8.536609490935,115.13552944186335,5,"2, 7","kejaksaan, kejatibali, kejaritabanan, tabanan, news"
PLN Mengajar Kenalkan Dunia Ketenagalistrikan di SMA Negeri 1 Tabanan,2026-09-18T23:08:00.000Z,"Kabupaten Tabanan, Bali, Indonesia",PLN Mengajar: Kenalkan Dunia Ketenagalistrikan di SMA Negeri 1 Tabanan - baliekbis.com,"(Baliekbis.com), PT PLN (Persero) Unit Pelaksana Pelayanan Pelanggan (UP3) Bali Selatan melalui Unit Layanan Pelanggan (ULP) Tabanan kembali menghadirkan program PLN Mengajar bagi generasi muda. Kali ini, sebanyak 50 siswa SMA Negeri 1 Kerambitan, Tabanan, mendapatkan pembelajaran mengenai dunia ketenagalistrikan, keselamatan penggunaan listrik, serta pemanfaatan layanan digital PLN.","Kegiatan PLN Mengajar yang berlangsung di SMA Negeri 1 Kerambitan, Desa Kukuh, Kerambitan, Tabanan, berlangsung interaktif dan mendapat sambutan antusias dari para siswa. Tidak hanya menerima materi, siswa juga berkesempatan berdiskusi langsung dengan insan PLN mengenai kelistrikan, keselamatan dalam menggunakan listrik, hingga kemudahan mengakses layanan PLN melalui PLN Mobile.","Pada Hari Jumat , 18 September 2026 23:08, Tabanan, Tabanan, Bali

(Baliekbis.com), PT PLN (Persero) Unit Pelaksana Pelayanan Pelanggan (UP3) Bali Selatan melalui Unit Layanan Pelanggan (ULP) Tabanan kembali menghadirkan program PLN Mengajar bagi generasi muda.

Kali ini, sebanyak 50 siswa SMA Negeri 1 Kerambitan, Tabanan, mendapatkan pembelajaran mengenai dunia ketenagalistrikan, keselamatan penggunaan listrik, serta pemanfaatan layanan digital PLN.

Kegiatan PLN Mengajar yang berlangsung di SMA Negeri 1 Kerambitan, Desa Kukuh, Kerambitan, Tabanan, berlangsung interaktif dan mendapat sambutan antusias dari para siswa.

Tidak hanya menerima materi, siswa juga berkesempatan berdiskusi langsung dengan insan PLN mengenai kelistrikan, keselamatan dalam menggunakan listrik, hingga kemudahan mengakses layanan PLN melalui PLN Mobile.

Dalam kegiatan tersebut, tim PLN ULP Tabanan memberikan materi terkait informasi ketenagalistrikan, keselamatan dan potensi bahaya listrik, serta pengenalan PLN Mobile sebagai salah satu kanal layanan digital PLN.

Materi PLN Mengajar disampaikan oleh I Wayan Murtika selaku Manajer ULP Tabanan, I Komang P. Juniarta selaku Team Leader PP, dan I Komang Sutarjana selaku Team Leader K3L & KAM.

Penyampaian materi dikemas secara interaktif sehingga siswa memiliki kesempatan untuk berdiskusi dan menyampaikan pertanyaan berdasarkan pengalaman maupun hal-hal yang mereka temui dalam keseharian.

Selain sesi penyampaian materi, kegiatan dilanjutkan dengan tanya jawab dan kuis interaktif. Para siswa terlihat aktif mengajukan pertanyaan dan mengikuti kuis yang diberikan oleh tim PLN.

Sebagai bentuk apresiasi atas partisipasi siswa, PLN juga memberikan merchandise kepada peserta yang berpartisipasi dalam sesi interaktif tersebut.

Manager PLN UP3 Bali Selatan, Alexander J. Manuhuwa, mengatakan bahwa PLN Mengajar menjadi salah satu ruang bagi PLN untuk berbagi pengetahuan dan memperkenalkan dunia ketenagalistrikan kepada pelajar dengan cara yang lebih dekat dan mudah dipahami.

“PLN Mengajar merupakan kesempatan bagi kami untuk berbagi pengalaman dan pengetahuan tentang kelistrikan secara langsung kepada para siswa. Kami ingin mereka memahami bahwa listrik memberikan banyak manfaat dalam kehidupan, namun penggunaannya juga harus disertai dengan pengetahuan mengenai keselamatan,” ujar Alexander.

Ia menambahkan, pengenalan mengenai PLN Mobile dalam kegiatan tersebut juga diharapkan dapat membuat generasi muda lebih mengenal perkembangan layanan PLN yang semakin memanfaatkan teknologi digital.

“Di sisi lain, kami juga ingin memperkenalkan bagaimana masyarakat saat ini dapat mengakses layanan PLN melalui kanal digital. Harapannya, siswa mengenal PLN bukan hanya sebagai penyedia listrik, tetapi juga sebagai perusahaan yang terus beradaptasi dengan perkembangan teknologi dan kebutuhan pelanggan,” lanjutnya.

Sementara itu, Waka Humas SMA Negeri 1 Kerambitan, Ni Made Utami Asih,S.Pd.,M.Pd., menyampaikan apresiasi kepada PLN atas pelaksanaan program PLN Mengajar di sekolahnya.

“Pihak sekolah berterima kasih atas kegiatan edukasi yang diberikan kepada siswa-siswi. Kegiatan seperti ini memberikan pengetahuan tambahan bagi mereka, khususnya agar lebih memahami keselamatan ketenagalistrikan dan lebih berhati-hati dalam menggunakan listrik,” ungkap Ni Made Utami.

Antusiasme siswa selama kegiatan juga menjadi bagian penting dari pelaksanaan PLN Mengajar. Melalui sesi diskusi dan kuis, siswa tidak hanya menerima materi secara satu arah, tetapi turut terlibat aktif dalam proses pembelajaran.

PLN berharap program PLN Mengajar dapat terus menjadi sarana berbagi pengetahuan dan pengalaman kepada generasi muda, sekaligus membangun kesadaran mengenai penggunaan listrik yang aman serta memperkenalkan perkembangan layanan kelistrikan dan digitalisasi PLN kepada masyarakat sejak lingkungan pendidikan. (ist)",baliekbis.com,"Dajan Peken, 82114, Tabanan, Tabanan, Bali, Indonesia",-8.536609490935,115.13552944186335,5,"2, 7","kejaksaan, kejatibali, kejaritabanan, tabanan, news"
