title,google_news_link,reason
"Razia Gabungan Lapas Tabanan, 30 Orang Dites Urine - Bisnis Bali",https://news.google.com/rss/articles/CBMinwFBVV95cUxQbUx5YjFfWUozRzNsRjdRSHIxS2V2R255NzFZWjhQYVg2My1BS25rU21GODJVZ2EtRF9aY05HbkVLMVpsRnd0eGZlVldEY2JNNE1tUFVSSjZ6VklBLVBXVkpvMnZJX2ZPTWRKa0lhdS1NbURTSEtIc01JUW1wUW1GVnpiQ0kyWGV6MFh5OFhpYTgwQ0NRVldFUFdtekFHR3M?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.bisnisbali.com/2026/09/16/26932/razia-gabungan-lapas-tabanan-30-orang-dites-urine.html on URL https://www.bisnisbali.com/2026/09/16/26932/razia-gabungan-lapas-tabanan-30-orang-dites-urine.html
"Parkir Direvitalisasi, PAD Parkir Tabanan Terancam Tak Capai Target - NUSABALI.com",https://news.google.com/rss/articles/CBMiqAFBVV95cUxPWXhPTEw1QmFtZmdqUXBZNnBlXzZaYjJWWEkxLUJlRno1c3FaRmdrUW0xLW9BMW9DV0d3U1MxN0FZX3ZxSm5RdzJCTXM2RDI2NklIX215cHEtYnRYS1RkM2g5T05NdFdtR0tfSlVRYWxEVnpsU3k0X2lDazRzMzBSeFJzSXpCbF9RYlNTay04bjM5OUYwdjZOdzh1aEdRWExxc2ZaVnFVbEM?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.nusabali.com/berita/231049/parkir-direvitalisasi-pad-parkir-tabanan-terancam-tak-capai-target on URL https://www.nusabali.com/berita/231049/parkir-direvitalisasi-pad-parkir-tabanan-terancam-tak-capai-target
"Kecelakaan Libatkan 3 Kendaraan di Tabanan, Wanita Tewas Terlindas Truk - detikcom",https://news.google.com/rss/articles/CBMitAFBVV95cUxONVltWVlPYzBrWmVsTFNwckFEdVhncnZQMWxlVDZmRTg5YXJiWVk3eTdoclBIRUZkMVd6UHZrNkRQazdyVFFLaVRldGhNOTdnU1Z2c0hhbWdEaEJJcmdSWk1NZy1IOEFJZEk3WFJ2enlBUEJaQVBsZ0phOF9oWHNFOVRUSW15Z1ExUkdIQklCOE1LTndUN2NqZ3ZIZW5CUFdhRElXMXRQM1hyMWZ1Vm5fWWQ1SDnSAboBQVVfeXFMT190Y2pwUnRFZXZXRnNpVlZVVE1hNG1QZjhUOFkwUVBiOG01aTMxckFqeTJMYkE5MEVqSXc4RTRWa0JiX25ZSUhQV1I0enpHODVWdVB2Z2w0QzhJRjQ5T0RuVm9TYzkyN2cxTGJXaUtTaFNlX2E1QWJtTnRPY1RZZGl5NHBYZDRKaFFQek5jWWotT3lRamNZbUNJdkVhU3NpbGdGM08zZ1NoNTcycWhYckI1c3ZCdEg2YUR3?oc=5,URL resolve failed
"Musim Kemarau, Perumda TAB Perkuat Layanan Air Tabanan - Media Pelangi",https://news.google.com/rss/articles/CBMilAFBVV95cUxOOW85VEhDYWJQOEkyY1F4ZUotTjIzYlZJUmtkeE9CdHV4dGQxaEJWUnk4dlF4Y3pnUFRUb1VMZ2R6SWhtQlItVTFjTGM4aFVMeDZ0MFpEN2xtZklJNDZwZ0doSTk5cnZ5OGM5dDhabTIyTVo5SnBKWTcxNTFfTGlibkhON1ZjUGd1VXdYbzFGMHdnejlQ?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://mediapelangi.com/2026/09/15/musim-kemarau-perumda-tab-perkuat-layanan-air-tabanan/ on URL https://mediapelangi.com/2026/09/15/musim-kemarau-perumda-tab-perkuat-layanan-air-tabanan/
Lima KDMP di Tabanan Jalani Verval dari Pemprov Bali - Kilas Bali,https://news.google.com/rss/articles/CBMijwFBVV95cUxORnBMM2ZPTXBaUmQ3RXpQS3lwUUg0THZGQkgxa21ITjA0eDB4bUdFbHhUc3ZLQ05USndSSElOXzk4Q0lSREY2czV6QU1LczExV3Y4eUM2dWJBaHRkVzV0bXJmUldScGdHa0h5VkpOTTJxejhobjJ6R1dDaERrVkN4TlVsdXJCeGtGdFFXb2swMA?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://kilasbali.com/2026/09/15/lima-kdmp-di-tabanan-jalani-verval-dari-pemprov-bali/ on URL https://kilasbali.com/2026/09/15/lima-kdmp-di-tabanan-jalani-verval-dari-pemprov-bali/
Musim Kemarau Panjang: Petani Tabanan Bali Berharap Hujan - Harian Dialog,https://news.google.com/rss/articles/CBMijAFBVV95cUxNZ3ZwUkl2QVRSS29UTDM3YVJBS093eTJra0lrbnozQ280c2xFSzlsNThoRHdJWVU5U3hJQklDblA5Z04yRkhIdWNZa1F2WV9GcVVNQ0VEUExYUTBBa2hVajEtcVZkSEM1X2VfT3VvTkpXdEllZ2VYT0wwQzA4eGEwUmRQdTJpZDFyUkQ5eA?oc=5,URL resolve failed
"Razia Gabungan Lapas Tabanan, 30 Orang Tes Urine Semua Negatif - NUSABALI.com",https://news.google.com/rss/articles/CBMiogFBVV95cUxNZkdYU1d2bHNsemxUYnRxM05MTk9jdkQyS3NBV2NSWVd3N1VGOUpUcnI2LWhKUUtkVWhHRGhiMjNHOHZNQ25nSFNhNnJ1Tkt4a251bmtmMDFlWjBPZV8zc2J0cXlwVTB0QUxuVzhlWmRlbkxTYTIyQ0pZdHRuWXo4bEVFMlg3RHViVHd5T3NWOEFxREFQRVpkQW9UaHB6UW1leFE?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.nusabali.com/berita/231067/razia-gabungan-lapas-tabanan-30-orang-tes-urine-semua-negatif on URL https://www.nusabali.com/berita/231067/razia-gabungan-lapas-tabanan-30-orang-tes-urine-semua-negatif
"Lapas Tabanan Razia Gabungan, Tes Urine 30 Orang Hasilnya Negatif - Media Pelangi",https://news.google.com/rss/articles/CBMiowFBVV95cUxPOXRHLVBadHAyNE5BeVljbjRYNlpHNHNTS3ZKaWdKT3VPQlhaVmlNdzZRVTNFZnR6RWdPYVVybVdmSjZWU2w4UWgyX3FTdTVlaXNoWTFNMjhORHJPZTJkYmgyRjExTDdZN0x0M1g4TzNiXzlKdkxfVUpnSUM5Y0Q3M05DTXViN0RtWTRHWWU5dG90aEN2ZEM4NW5oUGpaSXUycnNv?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://mediapelangi.com/2026/09/15/lapas-tabanan-razia-gabungan-tes-urine-30-orang-hasilnya-negatif/ on URL https://mediapelangi.com/2026/09/15/lapas-tabanan-razia-gabungan-tes-urine-30-orang-hasilnya-negatif/
"Air Irigasi di Tabanan Meluap ke Jalan, Pelaku Usaha Kena Dampak - detikcom",https://news.google.com/rss/articles/CBMisAFBVV95cUxQRkRsMGctVG8zYTdwRG5pYkVacThNYjU5OGJfQW0tOEZ0SlZEOVpsUGhzc014akpRcW40bm40dnIyZUxCb3haNHBNVmswUnBwa1U4ZG5KdVpkend6aVBHQUl1T195TnRQQkpXNTl5bFhsLXZqdFg0d255MU1OZVQ0OEZ1VUpzU2wySTk4ek41cG9vcnE2eFhtSXZidlkyMTkyems1aTRwRHZEQmVJTHVBeNIBsAFBVV95cUxQRkRsMGctVG8zYTdwRG5pYkVacThNYjU5OGJfQW0tOEZ0SlZEOVpsUGhzc014akpRcW40bm40dnIyZUxCb3haNHBNVmswUnBwa1U4ZG5KdVpkend6aVBHQUl1T195TnRQQkpXNTl5bFhsLXZqdFg0d255MU1OZVQ0OEZ1VUpzU2wySTk4ek41cG9vcnE2eFhtSXZidlkyMTkyems1aTRwRHZEQmVJTHVBeA?oc=5,URL resolve failed
Bupati Sanjaya Dorong Tabanan Jadi Titik Kumpul Komunitas - RRI.co.id,https://news.google.com/rss/articles/CBMiowFBVV95cUxPdVBOY09kUlRfYjlKT3JBeVFsLTlhNlpZcW5xZ3dmZ0ZjQjc1Zm9wZnpvczJnYUJpR1JiMldxaUtUZ1B0eTVBaGpkbEtMMmVRYjFLSmdqZ29IZXJPbUp3M1VtUlVxTFY2aHNIcE41MEtDSWt1YTBGbXVwUzhhVXFqY19KcnB3WjVjcTdfMDVNcF84UnB4ZEdRYlo3a3dPb3lDaUJV?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://rri.co.id/denpasar/regional/2730737/bupati-sanjaya-dorong-tabanan-jadi-titik-kumpul-komunitas on URL https://rri.co.id/denpasar/regional/2730737/bupati-sanjaya-dorong-tabanan-jadi-titik-kumpul-komunitas
