title,google_news_link,reason
Kakao Tabanan Dibangun dari Hulu hingga Hilir - nusabali.com,https://news.google.com/rss/articles/CBMijAFBVV95cUxNSzUwRk0xSjF6MzBJemVEZ2pETmdudTA4aThuY2h2N3loMld2bkR2TXNwdl9kY0JCRW9BMk42ZkZVMU13N1dyOUFaVlZFeHh5NXY4ZE9kX0J1TFBEa3JZbW02dHZOQUdNTTg2TlZFWjFobjNKZUNzdlNLRndpUkRhVGNXM3NRQzFaeHFHSA?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.nusabali.com/berita/231387/kakao-tabanan-dibangun-dari-hulu-hingga-hilir on URL https://www.nusabali.com/berita/231387/kakao-tabanan-dibangun-dari-hulu-hingga-hilir
"Lima Ranperda Tabanan Disepakati, LP2B Jadi Perhatian - Bisnis Bali",https://news.google.com/rss/articles/CBMiowFBVV95cUxPQnFuUkhDdWgydDJJU0tpOTloTlhKUlhZb3c3LXlQNWJuLXY2cXE5SnF1YUxMUFIxbGZwR1pQaEtZbEo4Yk5jaEFxdDdhUTlZTUpSWXlGM0FWcXcxbERrTklmMVZkS3FJX1F0eXk0a2FSbWs2MlViRHhVNk5ZaksycTNkeTRTRktCdUpGdTNjRzZOM0ExTk1NRHYzeUtLcFdqYkE4?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.bisnisbali.com/2026/09/18/27059/lima-ranperda-tabanan-disepakati-lp2b-jadi-perhatian.html on URL https://www.bisnisbali.com/2026/09/18/27059/lima-ranperda-tabanan-disepakati-lp2b-jadi-perhatian.html
"Siswi Tabanan Olah Kulit Pisang Jadi Abon Nabati, Wakili Bali di AHM Best Student 2026 - baliportalnews",https://news.google.com/rss/articles/CBMivgFBVV95cUxNamtabTlsd0JYSldPWE1sNGVSQklZYUZIVWhJSkdxc192R2ljSFhxckxvWXF0Qy1UTGMyX2Q0QW4xQ2dMc3Nmbm1FM1dDYzdMenMzMjJZak5qUlVtSTl4X2QtY2kxTTBCajRyeVM1SUMxNEgyZ3NVT1hsZUdkVkRxdnc1aDM0Qjh4V2pKcEJsYzVVT3NQc0VpTWJiM2JyT19OY2w4dkJIZWNGWjRLYTVMMTVoS1dsODNMa2g2RUtB?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://baliportalnews.com/2026/09/siswi-tabanan-olah-kulit-pisang-jadi-abon-nabati-wakili-bali-di-ahm-best-student-2026/ on URL https://baliportalnews.com/2026/09/siswi-tabanan-olah-kulit-pisang-jadi-abon-nabati-wakili-bali-di-ahm-best-student-2026/
Tabanan Siapkan Desa Sanda dan Gunung Salak Jadi Percontohan Kampung Reforma Agraria - PT Suara Dewata Media,https://news.google.com/rss/articles/CBMizAFBVV95cUxNaVEzd1hiVGdZcDhJVm14OU1lUGxjZEhSdW1SZ1NCcGJVS2dmRmd4Nk1UQlJwQUEtRVc2cWdBcEFuRHdyeDhvX3FmZjdCcG1tOE0wdzJma1VjNUVwWlN4cUU4UDVMQ3F1MnY0aUp4S0k0Q2tZZDdINndmQ3doeXJ1c2RHQ1lzd3NIbm9tMC1SSk91N1VadE9HdWFuOGNfbDgzUTBwSGF5YUl3anJycE1fdTBhTUVnVVJqbVJVRjd5SEV4ZUk2aDBHajk4Wi0?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.suaradewata.com/berita/202405217645/tabanan-siapkan-desa-sanda-dan-gunung-salak-jadi-percontohan-kampung-reforma-agraria on URL https://www.suaradewata.com/berita/202405217645/tabanan-siapkan-desa-sanda-dan-gunung-salak-jadi-percontohan-kampung-reforma-agraria
Dua Desa Tabanan Jadi Kampung Reforma Agraria - nusabali.com,https://news.google.com/rss/articles/CBMijAFBVV95cUxQaWt0RkpPNUZjcDN0bi1VaFFFV19vVEhxTXpWR093b2FLeFUweDBqb0dXSmYyN1VyWWYyT1hBVi0tb2tuTy1XcmgyVWpHRzM1SDc5WENDeFc3T092RGY2aVFCTDM1d3ROM004Y3dNT0RjOEZ4VVJ3ZnVCYjExWXZQTkhLN0V1bzRlR2lMTA?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.nusabali.com/berita/231386/dua-desa-tabanan-jadi-kampung-reforma-agraria on URL https://www.nusabali.com/berita/231386/dua-desa-tabanan-jadi-kampung-reforma-agraria
"22.425 Warga Tabanan Masuk Desil 1, Kemiskinan Jadi Target Utama - nusabali.com",https://news.google.com/rss/articles/CBMiowFBVV95cUxOaXJocFpTc3FtMHdYcW5INlo5SWc3c0xVRlVGNjBtYzZCTHpNNXJXQ0tlSzlpNGtzbXBEU05YUTd3LXlhY2FjcFRYYzRXYnUtRzdsWm5za3lQX0dhMFFRZVl5Rk8wSDNWcVM4WlBpdXZFRXlEbmhzUE1GaURyT0JKZ1IybGVucmRxUG5LUmFTa2ZZVTFzbWxpYzBZNG9laWt5T0x3?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.nusabali.com/berita/231384/22425-warga-tabanan-masuk-desil-1-kemiskinan-jadi-target-utama on URL https://www.nusabali.com/berita/231384/22425-warga-tabanan-masuk-desil-1-kemiskinan-jadi-target-utama
"Prestasi Gemilang Duta Tabanan di UDG Bali XXXIII, Bukti Budaya dan Generasi Unggul - RRI.co.id",https://news.google.com/rss/articles/CBMixAFBVV95cUxNTVhCSjQycDVILXdEYmNHZWhtc2gtZXhHaG9Ja0FGN0U5WjRneUxMWm53NThEcnRqWTJtVHJBSGRRaHdqb1NqTl90djJ2X3k3WVpCZUpwQm5Xd1ZhajZEM2plZ2Z0U2xRS1lZQkpTQ3VPM1ZmRlpVMUR1UWFCcjVpSnkzbUI3T1ppMFNLRnpVY3ZsdEQweEpLT1lrWGl2eEJYQVVoTU11UkpnUm9aQVV0MkFROXVLTGtZMFRiSXktcl95UVFC?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://rri.co.id/denpasar/regional/2738876/prestasi-gemilang-duta-tabanan-di-udg-bali-xxxiii-bukti-budaya-dan-generasi-unggul on URL https://rri.co.id/denpasar/regional/2738876/prestasi-gemilang-duta-tabanan-di-udg-bali-xxxiii-bukti-budaya-dan-generasi-unggul
Bupati Sanjaya Perkuat Kebersamaan Jajaran Pemkab Tabanan - RRI.co.id,https://news.google.com/rss/articles/CBMiowFBVV95cUxQbUx6YThpc05Fd1phNjhma21FRDFJY1VEQ0cxcnRQcnB6Q3NZa2tVbnYxam9HU2JhLXZpcEQtRXFsR3ZDV1VKYklHMUpLb3hhSjExZXR6VGtVOWxBczEwYmlBUy1nSUVIakg2VmMyd3k2X3dKaEdrR2p5azhrbDZFQy1yaFB0NG10RXhpRURkNmtObl9uandVdThPcFJRRkN4dEJJ?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://rri.co.id/denpasar/regional/2738875/bupati-sanjaya-perkuat-kebersamaan-jajaran-pemkab-tabanan on URL https://rri.co.id/denpasar/regional/2738875/bupati-sanjaya-perkuat-kebersamaan-jajaran-pemkab-tabanan
DPRD Tabanan Beri Catatan Khusus Soal LP2B-Suntikan Modal Perumda SS - Kilas Bali,https://news.google.com/rss/articles/CBMipAFBVV95cUxOamFBdlp1OTVOZXVUOURHSG0yLURfb201bFlPRkV2SDBJQUlOUkZnTjUyeXZJOXY0WER1azRkTzhmbHlVNDVNNmhtVHJFa3RKU2ZwbVpScjZVMkpZS1UwbXRLemtNQzhpZ2ZQVFlPZ25ld1UxZXZqUXZfSV9mbFpjajBjVW5RRU5YUjlERFNjdGZOZzhfcVpHS2MyNkNiWGFtbUJlVw?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://kilasbali.com/2026/09/18/dprd-tabanan-beri-catatan-khusus-soal-lp2b-suntikan-modal-perumda-ss/ on URL https://kilasbali.com/2026/09/18/dprd-tabanan-beri-catatan-khusus-soal-lp2b-suntikan-modal-perumda-ss/
Kodim Tabanan Asah Kemampuan Prajurit lewat Latihan Menembak - RRI.co.id,https://news.google.com/rss/articles/CBMipwFBVV95cUxQMV9fM1BGOHlnQS1zUmp0MG5ucFdyemYyN1hyTENuUHVhN1Q0cWJ3RVlCbFVtQWtnLUlWYS1BdzZ3NUVpSEo4NjBSZmFOREJxLXNzR0hpMXBSdDE4WTVtRmxuWThpUmJ2X3MxMFpzcEdqZmpXdDRCQlpqRGdKUWxJb1kzMFdYS3N3Y2dFTnRQVXYtcl9YZ3VrYTJyS1c3cWIwY3R6MXdzQQ?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://rri.co.id/denpasar/regional/2740657/kodim-tabanan-asah-kemampuan-prajurit-lewat-latihan-menembak on URL https://rri.co.id/denpasar/regional/2740657/kodim-tabanan-asah-kemampuan-prajurit-lewat-latihan-menembak
"Komoditas Unggulan, OJK Bali Fokus Pengembangan Kakao di Tabanan - Pawarta Jawa Timur",https://news.google.com/rss/articles/CBMimAFBVV95cUxNaWktY0ZRT0tPMUpyQkNIdUpPc3JnMFJKOTFreXNYUy1MS3ZrVEFoWldGN1NkWXZmc21DSVlMb2kySXRYX2VRUGRkUUkxYWc5cy1oNlJIRENrLUZKSUN6Qkp0NE5IVVZteTI1cFNzcmRMeHFwOV83d3VwX3NsbVE2SlltRUVza0h2ekRfVTl1N1ZCU2Z0U2liTg?oc=5,URL resolve failed
"DPRD Minta LP2B Beri Insentif, Modal Perumda Sanjayaning Singasana Harus Terukur - nusabali.com",https://news.google.com/rss/articles/CBMiugFBVV95cUxQQ3llbjRsR1JsWTN2d0lpRzdUSWJ5SVRYWHNDaWlQejdVVndLcHI1dmduRjlRYWJsQ2owZVlBYWlDcFlkeUpwYVRCc3pFZkZrWnNNaHF1WmlTSGVGMEUtLXdjUEdOclo2NlUzSy1IZnVoRklmcjljbkRaWGY0YldVaDNfYXZreExTNndTNDFscUY3OHF2c0lTRzloTkJ3MVpvMERyY3BXMlpkelNhRFNPWjkzLUNrcHFldnc?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.nusabali.com/berita/231385/dprd-minta-lp2b-beri-insentif-modal-perumda-sanjayaning-singasana-harus-terukur on URL https://www.nusabali.com/berita/231385/dprd-minta-lp2b-beri-insentif-modal-perumda-sanjayaning-singasana-harus-terukur
"Kerja Keras dan Belajar Otodidak, Pemuda Bali ini Berhasil Bangun Pabrik Cokelat Modern - Pawarta Jawa Timur",https://news.google.com/rss/articles/CBMitwFBVV95cUxNUDIxSm9YLUNJRHM4bnlqOTZxZ092bVM4RlE5QUVsQVdORm5Tc0xLcHBidHdDTzVFdVZPZkszazJYY3dMQUowWHl1RE5nNmdSclQtZUtiTERLMHFsTHJIYXcyYkVSejNiZWdGTG1SOFpMb2FwV1BRZEZmZUxab3pPVTFhTUJXWnFVLTRlQXZHU1l0MGItYzVWWUFYS0xZNnI2VnBlTk5NanlURlRpaHpCLVVWRzM3Rnc?oc=5,URL resolve failed
