title,google_news_link,reason
"Bapas Denpasar Perkuat Koordinasi dengan Polres Tabanan, Bahas Foris dan KUHP Baru - Direktorat Jenderal Pemasyarakatan",https://news.google.com/rss/articles/CBMirgFBVV95cUxNZW1QbnVnNldzSnQwMkN1QW1CdWdydkJvZTd3YXNEOUJCVVJRb1JMU0NOSzlpbWJ3dUh4ZkR1cXdSX19tbnp0bHJuV01fSjdUdmRZeHpKcldCV3VBZFlDQ214aG1TTDNHcXRaWnN6ak9PWGc3TzFBOHBWaFAzUDlXY1o5bHVSQXh0Y1NRTmtMd3pZbHkxSzVJLWpldDFNN01PZWxyVmdNM1VnOEprR3c?oc=5,"Scrape failed: Article `download()` failed with HTTPSConnectionPool(host='www.ditjenpas.go.id', port=443): Max retries exceeded with url: /bapas-denpasar-perkuat-koordinasi-dengan-polres-tabanan-bahas-foris-dan-kuhp-baru (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)'))) on URL https://www.ditjenpas.go.id/bapas-denpasar-perkuat-koordinasi-dengan-polres-tabanan-bahas-foris-dan-kuhp-baru"
"Rumah di Gang Jambu Tabanan Terbakar, Rugi Rp250 Juta - Media Pelangi",https://news.google.com/rss/articles/CBMikwFBVV95cUxQeWU2YmdMdzlTTkdycEhjajNTS1N3NW04VXdYM3U4amU3Y2hUMG12cWZpMUd6b0V1QjR6a3NpUnFUNFhVeTdZQ20zbEJlbkttLUpCMV9MZHdNeVZMR1VwM2dKUjlGUjhfMTZFN01kRExoSlBqd0FnMXVaRkNLMmw3SlAycDhKWG5YWUNJMHdsRE4tOVk?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://mediapelangi.com/2026/09/17/rumah-di-gang-jambu-tabanan-terbakar-rugi-rp250-juta/ on URL https://mediapelangi.com/2026/09/17/rumah-di-gang-jambu-tabanan-terbakar-rugi-rp250-juta/
Kasat Samapta Polres Tabanan Hadiri Karya Bakti Bersih Pantai Yeh Gangga dalam Rangka HUT ke-81 TNI - suryaindonesia.net,https://news.google.com/rss/articles/CBMi2gFBVV95cUxQM3I2MC15dTNad3NoaXJfT1U0TFNKSU9Kc2ZwV3R1dVZwcmNrdUZQWVQ0Z2FVOWh1T1hTQU55QV90OWNBNVFZWUYyYkZMRVFLYmdUSmJoUW5ZNU9faWR4S1pNTG55WS1VSHBjdC1kUGoybWg5emkzajBkbXFJdmpta2s5YlFfY1pYWFo0YmZ4ZWdzWERsa0Y2U05YU3hXWEtZYU4tMUZBUGFLTV95ME15SXZOVE52U3JSTXRLaVJwcWdENzk4REc0QXc0YmNEaTZCeHUzbTFOZTQ5dw?oc=5,URL resolve failed
Lahan Sawah Terdampak Kekeringan di Tabanan Bertambah 121 Hektar - Bisnis Bali,https://news.google.com/rss/articles/CBMiswFBVV95cUxNYkJmcXFwV0dsRE5nS1FLMDFwVlRyTzVOZEFOYklCRjdISTNmNkpSUkhOcjY0UG5OQkZ4RUtlRzB1MmZCZFJ2cS12U2FsNlhyY2hzY1pfSW5yand3dENFRl9Fcnc3WHNXZExBZ2Ryc0hXckNfaTYxaTVnTUJ0NWk3UFlDWC1qdEFTTlJaWDFkUFFXTjVJSkVPZ3pBWGxVWDFsVWJoV3gwMkk5dnRlSC1WOF9CZw?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.bisnisbali.com/2026/09/17/27007/lahan-sawah-terdampak-kekeringan-di-tabanan-bertambah-121-hektar.html on URL https://www.bisnisbali.com/2026/09/17/27007/lahan-sawah-terdampak-kekeringan-di-tabanan-bertambah-121-hektar.html
Kodim Tabanan gelar Karya Bakti di Pantai Yeh Gangga - RRI.co.id,https://news.google.com/rss/articles/CBMinAFBVV95cUxQdzk0cnZQOG1pXzZpdWtuWjNQZFhCalNKcF9YR2UwcWxVVXZzbjhDSXVObjluWk9zMC1hQjNJanhpamhGSVl6bjZidDd5TTVaQmhWM1Z3NkxHR1RoSVU0dWhDWDZWZGFNMjV0WlM2bFEtWWhSMjdyU3NSdHZVemZYSzdiTzA5V3plM2Z1WnJ2b2ZqclYtem1RZ1Y3TVQ?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://rri.co.id/denpasar/regional/2736744/kodim-tabanan-gelar-karya-bakti-di-pantai-yeh-gangga on URL https://rri.co.id/denpasar/regional/2736744/kodim-tabanan-gelar-karya-bakti-di-pantai-yeh-gangga
"Belajar Bahasa Inggris, Warga Binaan Lapas Tabanan Asah Kepercayaan Diri - Direktorat Jenderal Pemasyarakatan",https://news.google.com/rss/articles/CBMioAFBVV95cUxObUJPUGNvYmlUaDZ5Qzc1T1FlbkxhX1RRWUVNb29NckpqVFc2c2NzSHJ0RHI0XzlHVU5OcFVITGxLb2hrdmlfX3QwRS1kREljendKQXlYaXFUVVdIU0VqeHZoTGpnLTJwQ2ZrNUR1cUpIblNkUGhhNDhPYk9MWGxwNDNDX0FqTDhzZ2dvQTVJMFdHdUhxTU1sY25xMzNSR3gy?oc=5,"Scrape failed: Article `download()` failed with HTTPSConnectionPool(host='www.ditjenpas.go.id', port=443): Max retries exceeded with url: /belajar-bahasa-inggris-warga-binaan-lapas-tabanan-asah-kepercayaan-diri (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)'))) on URL https://www.ditjenpas.go.id/belajar-bahasa-inggris-warga-binaan-lapas-tabanan-asah-kepercayaan-diri"
"Lapas Tabanan Gandeng Yayasan Free and Safe, Warga Binaan Belajar Bahasa Inggris - Media Pelangi",https://news.google.com/rss/articles/CBMitwFBVV95cUxNWTNyRVNUQ0xnRmluQ2pSbGRMMUtzamJqODZDemJaX0FIY1Q3OGhUNUpaclJWbXhsZHN5QUNIWi00X0gtM0FPeHF2TVVVQXhRZUw4MFFCMk8weElFZ1NaSFl1NDBPUTlyRjJicm9HMk1acFo1c1Z6eVN3TjlYOUxCMWNYcktWX1AzalA2MHVKVUUtNjJKUWk4NUJ6VGdLOUotWkVHVGEwV0NZc3E3eDZLYmF1bmdkQlk?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://mediapelangi.com/2026/09/17/lapas-tabanan-gandeng-yayasan-free-and-safe-warga-binaan-belajar-bahasa-inggris/ on URL https://mediapelangi.com/2026/09/17/lapas-tabanan-gandeng-yayasan-free-and-safe-warga-binaan-belajar-bahasa-inggris/
"DPRD Tabanan Bahas Ranperda SJUT, Kabel dan Utilitas Ditata Terpadu - Media Pelangi",https://news.google.com/rss/articles/CBMipgFBVV95cUxNNGFLLVF3eXhQYUQybVNWUFVqLXZIWXFfWTBOWVktVWRsTGRSQWpENl9EZ2g1ZnpDMGhuSVV6OC1EemFpT2VzQXEzZzlJZnIzQVdFOEJLd3cyOWtiWDlyQ0x4QWs1Sm9qVjNjOU50WHNuOVVNUmRwMk9TZ1U2OEIxeHpIOG0tRzM1UXdnd29uRUZjRXVBWlphRDZDd2ZjT3B0MWdjQkdn?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://mediapelangi.com/2026/09/17/dprd-tabanan-bahas-ranperda-sjut-kabel-dan-utilitas-ditata-terpadu/ on URL https://mediapelangi.com/2026/09/17/dprd-tabanan-bahas-ranperda-sjut-kabel-dan-utilitas-ditata-terpadu/
"Ruang Pengembangan Potensi, Warga Binaan Lapas Tabanan Ikuti Capacity Building - suryaindonesia.net",https://news.google.com/rss/articles/CBMivAFBVV95cUxOaTVIa0N1cWlraDZ6Z1JyVUVUV1NsSXVRcU92cVp2QkIzalpad3RnaTN0ODIwS09rOGNwdU1GMFNMemoxQUh2YjNhV09qeF9UdV9fRGJNSVN1MTM5RGdfdUktVlpOeVk3cm1jWFlnQWZpR1NOZnAtZDQyLVVDcmxBelVmUUt2dlNpMzhkdHV5eTZXSUdNR0p2RXRTTGhFUHJYcWhLTndZZ3ZOeG9EbHBveVUyVHFEbktpNUlQSw?oc=5,"Scrape failed: Article `download()` failed with HTTPSConnectionPool(host='www.suryaindonesia.net', port=443): Read timed out. (read timeout=7) on URL https://www.suryaindonesia.net/2026/09/17/ruang-pengembangan-potensi-warga-binaan-lapas-tabanan-ikuti-capacity-building/"
Dadong Sumarwati Tewas Terlindas Truk - NUSABALI.com,https://news.google.com/rss/articles/CBMiggFBVV95cUxON2lFTVpRMXEzMFQ0dXhxejlnejNHbElzMV94NTN2QThiTVg4cFdxdC1WYUMyZmNMczE5aWFnSFdKNFFqd0xBaVlMc2VGWWxQcUU0TndDSXhpbWsyNDFQZHY1WWttOXp5aWUzY2l3UWFwTjV1S1pzTFV3amNQblQtWlR3?oc=5,Scrape failed: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.nusabali.com/berita/231106/dadong-sumarwati-tewas-terlindas-truk on URL https://www.nusabali.com/berita/231106/dadong-sumarwati-tewas-terlindas-truk
